sentence,label
"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .",1
Net profit in the period in 2009 was ( EURO ) 29 million .,1
"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",1
"Finnish Bank of +àland reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",0
The orders also include a few high-power drives for the control of seismic compressors .,1
"Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe , in China .",2
Intertek Group announces strategic update outlining its plan,1
Other shareholder entitlements became effective today .,1
Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,1
"Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) .",1
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,1
Timberrrr $TSLA https://t.co/MRBgfDHHVa,0
Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,0
Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano,2
$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,2
Both the net sales and operating profit were record high in the company 's history .,2
"The Network Test Business is part of Elektrobit 's Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad , mainly in the US and Asia .",1
The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .,2
"#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ",0
He confirmed his view on July 6 .,1
Rimi supermarket is the key customer in Magistral center .,1
The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,0
The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,0
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,2
$DUG weekly stochastics finally starting to turn up after long consolidation. Buying here.,2
"`` The number of collection errors fell considerably , and operations speeded up .",2
$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,0
Cargo volume increased by approximately 5 % .,2
Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,1
"According to the original merger plan , Scanfil would get a 79 % stake in the combined business .",1
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,0
Odell has not contacted the State of Finland in this issue .,1
services supplier Efore Plc to streamline operations in Finland and the US Finnish electronic systems and services supplier Efore Plc ( OMX Helsinki : EFO1V ) said on Tuesday ( 3 February ) that it has initiated statutory negotiations regarding a streamlining of its operations in Finland .,2
There did not seem to be enough hours in a day for Pekkarinen .,1
"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .",1
Breaking 52 week highs timing looks great now $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU,2
$TRIP maintains Neutral rating at JP Morgan- PT cut $61 from $66,1
$AAPL rejected the hod...should head lower. Sitting on the sidelines for now.,0
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",1
"Juhani J+ñrvi , Corporate Executive Vice President of Kesko , says the Russian food retail sector is fragmented .",1
No financial details were reported .,1
The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .,2
"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",1
BG Group appoints new CEO one month early,1
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",1
"According to the report , Elisa 's and DNA 's joint market share of Finland 's telecom market is 59 % .",1
"Meanwhile , Electrowatt-Ekono Philippines , Inc. was also awarded a three-year operation and maintenance ( O&M ) contract by FR Cement Corporation .",2
"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",1
$amzn breaking,2
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,1
$AAPL wants lower. up waves getting smaller on the 2 min,0
@Intuitiv $CLNE gasoline prices spike in California. http://stks.co/t1bOi,2
"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",1
"Auburn 's sales in 2007 were CAD 41 million ( approximately EUR 27 million ) , and the company employs some 150 people .",1
"$FB trend, hits mid 110's and drops",0
UPDATE 1-Pearson expects to grow this year after solid end to 2014,2
Feed companies Suomen Rehu and Raisio do no import GMO feed .,1
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",1
"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",2
"In future , the plant will focus on the production of flange profiles for wind farm towers .",1
"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",1
"`` Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ''",2
"TietoEnator itself uses Nokia 's Intellisync Mobile Suite 's wireless email , calendar , and device management capabilities , and the company will now extend these services to its customers .",2
"Several large stocks tacked lower , however .",0
"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",0
"As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 .",1
UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,2
The order was valued at over EUR15m .,1
The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,1
"Finnish holding company Panostaja Oyj said on June 12 , 2007 it has signed a letter of intent to acquire local Lahden Lampokasittely Oy and Heatmasters Oy , active in the heat treatment of metals , for a total 3.1 mln euro ( $ 4.1 mln ) .",1
$AMZN Trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zG,1
"Cargotec 's share capital after the increase totals EUR 64,299,180 .",1
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,1
"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .",1
"Sheryl Sandberg Sells 109,000 Shares of Facebook Inc $FB Stock https://t.co/3vXT7AMnpk via @RatingsNetwork",0
"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007 .",1
"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .",2
